,Brand_Name,Name_of_the_Product,Rating,No_of_Ratings,Price,Return_Exchange,Expected_Delivery,Availability,Other_Details,Product_URL
138,-,"Yamaha FS100C Acoustic Guitar, Black",,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer Yamaha Corporation, Yamaha Corporation, Model ZC82600, Model Name FS100C BLACK, Product Dimensions 105.6 x 37.6 x 14 cm; 3.2 Kilograms, Item model number ZC82600, Mounting Hardware Guitar(1U),Owners Manual(1U),Contact List(2U),Wrench (1U), Number Of Items 1, Batteries Included No, Batteries Required No, Hand Orientation Right, Includes AC Adapter No, Manufacturer Yamaha Corporation, Country of Origin India, Imported By Yamaha Music India Pvt Ltd, P 401, JMD Megapolis, Sohna Rd, Sector 48, Gurugram, Haryana 122018 Phone: 0124 485 3300, Item Weight 3 kg 200 g",https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sxin_13?asc_contentid=amzn1.osa.f58deffe-fdc4-4e85-b968-790674fa4e6b.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.f58deffe-fdc4-4e85-b968-790674fa4e6b.A21TJRUUN4KGV.en_IN&creativeASIN=B00PAS9CK6&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.f58deffe-fdc4-4e85-b968-790674fa4e6b.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=guitar&linkCode=oas&pd_rd_i=B00PAS9CK6&pd_rd_r=a62ef6b3-0ee2-4396-860f-96e95961e4c1&pd_rd_w=zkf71&pd_rd_wg=DxUej&pf_rd_p=e4486132-6bf3-41ec-9117-f9c13185d2bc&pf_rd_r=RMDXY4TE72RN9HHSAX2T&qid=1638688113&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=digitin-21
139,-,Intern INT-38C Sunburst Acoustic Guitar kit with carry bag & picks,,-,-,7 Days Replacement,-,-,"Product Dimensions 98 x 40 x 11 cm; 2.46 Kilograms, Item model number INT-38C-LGP-SB, Back Material Wood, Ebony, Basswood, Body Material Linden, Colour Sunburst, Fretboard Material Ebony, String Material Steel, Number of Strings 4, Item Weight 2 kg 460 g, Manufacturer Intern, Country of Origin China, Imported By Dexter Ventures C/o UTL Logictics Pvt Ltd., Building No K-9, Gala No 4-6, Vadghar Village, Bhiwandi, Thane, Maharsahtra - 421302",https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_8?keywords=guitar&qid=1638688113&sr=8-8
140,-,"Juarez Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, 3TS Sunburst",,-,-,7 Days Replacement,-,-,"Product Dimensions 96 x 43 x 12 cm; 2 Kilograms, Item model number JRZ38C, Back Material Blackwood, Body Material Wood, Colour Sunburst, Fretboard Material Ebony, Guitar Pickup Configuration Combination, String Material Steel, Neck Material Type Lindenwood, Number of Strings 6, Guitar Bridge System Hardtail Bridge, Material Linden Wood, Item Weight 2 kg, Manufacturer Juârez, Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_9?keywords=guitar&qid=1638688113&sr=8-9
141,-,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38C/RDS with Bag, Strings, Pick and Strap, Red Sunburst",,-,-,7 Days Replacement,-,-,"Product Dimensions 113.1 x 45.6 x 11.5 cm; 2.1 Kilograms, Item model number JRZ38C/RDS, Back Material Wood, Basswood, Body Material Wood;Linden, Colour Red Sunburst, Fretboard Material Ebony, String Material Steel, Item Weight 2 kg 100 g, Manufacturer YAMONA INDUSTRIAL CO., Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_10?keywords=guitar&qid=1638688113&sr=8-10
142,-,"Juarez Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black",,-,-,7 Days Replacement,-,-,"Product Dimensions 89 x 43.6 x 11.4 cm; 2.1 Kilograms, Item model number JRZ38CUR/BK, Back Material Wood, Basswood, Body Material Wood;Linden, Colour Black, Fretboard Material Ebony, String Material Steel, Size 38CUR, Item Weight 2 kg 100 g, Manufacturer Photronics Inc, Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_11?keywords=guitar&qid=1638688113&sr=8-11
143,-,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black",,-,-,7 Days Replacement,-,-,"Product Dimensions 94.5 x 43.7 x 12 cm; 2.1 Kilograms, Item model number JRZ38CPG, Back Material Wood, Basswood, Body Material Linden, Wood, Colour Black, Fretboard Material Ebony, String Material Steel, Top Material Engineered Wood, Size 38 Inch, Item Weight 2 kg 100 g, Manufacturer YAMONA INDUSTRIAL CO., Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_12?keywords=guitar&qid=1638688113&sr=8-12
144,-,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Black, 6 Strings)",,-,-,7 Days Replacement,-,-,"Brand Intern, Manufacturer Guangzhou Hipatti Trading Co., Ltd, Guangzhou Hipatti Trading Co., Ltd Room 14, Room 307, No. 2, Yishou Street, Sanyuanli Avenue, Tangjing Street, Baiyun District, Guangzhou,China, Model INT-38C-BK-G, Product Dimensions 96.5 x 35.6 x 8.9 cm; 2.5 Kilograms, Item model number INT-38C-BK-G, Mounting Hardware 1N Guitar, 1N Strap, 1n Bag, 1N String Set, 3N Guitar Picks, Number Of Items 5, Batteries Required No, Hand Orientation Right, Manufacturer Guangzhou Hipatti Trading Co., Ltd, Country of Origin China, Imported By Dexter Ventures C/o UTL Logictics Pvt Ltd., Building No K-9, Gala No 4-6, Vadghar Village, Bhiwandi, Thane, Maharsahtra - 421302, Item Weight 2 kg 500 g",https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_13?keywords=guitar&qid=1638688113&sr=8-13
145,-,"Kadence Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black EQ, Electric Acoustic)",,-,-,7 Days Replacement,-,-,"Brand Kadence, Manufacturer Kadence, Model KAD-FR01-EQ, Product Dimensions 101.6 x 40.64 x 101.6 cm; 4.1 Kilograms, Item model number KAD-FR01-EQ, Batteries Included No, Batteries Required No, Material Rose Wood, Hand Orientation Right, Manufacturer Kadence, Item Weight 4 kg 100 g",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_14?keywords=guitar&qid=1638688113&sr=8-14
146,-,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap",,-,-,7 Days Replacement,-,-,"Product Dimensions 98 x 45 x 11.2 cm; 2.6 Kilograms, Item model number JRZ38C/WH, Back Material Wood, Basswood, Body Material Linden, Colour White, Fretboard Material Ebony, String Material Steel, Number of Strings 6, Item Weight 2 kg 600 g, Manufacturer YAMONA INDUSTRIAL CO., Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_15?keywords=guitar&qid=1638688113&sr=8-15
147,-,"Henrix 38 Acoustic Guitar (Black) with Die-cast Tuners and Dual-action Truss Rod - Includes Picks, Bag, Strings, Strap, Polishing Cloth and E-Book",,-,-,7 Days Replacement,-,-,"Brand Henrix, Manufacturer Henrix, Model 38CBK, Model Name Henrix, Product Dimensions 73.1 x 47 x 14.2 cm; 2.96 Kilograms, Item model number 38CBK, Batteries Included No, Batteries Required No, Manufacturer Henrix, Country of Origin China, Item Weight 2 kg 960 g",https://www.amazon.in/Henrix-Acoustic-Guitar-Die-cast-Dual-action/dp/B07VNDW6QF/ref=sr_1_16?keywords=guitar&qid=1638688113&sr=8-16
148,-,"Henrix 38C 38 inch Cutaway Acoustic Guitar with Dual Action Truss Rod, Gigbag, Picks, String Set, Strap, Cloth & Ebook",,-,-,7 Days Replacement,-,-,"Brand Henrix, Manufacturer Henrix, Model 38CBLB, Model Name 38CBLB, Model Year 2021, Product Dimensions 97 x 44 x 10 cm; 2.51 Kilograms, Item model number 38CBLB, Hand Orientation Right, Manufacturer Henrix, Country of Origin China, Item Weight 2 kg 510 g",https://www.amazon.in/Henrix-Cutaway-Acoustic-Guitar-Action/dp/B097NCQFFM/ref=sr_1_17?keywords=guitar&qid=1638688113&sr=8-17
149,-,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit (Blue, Super Combo Combo with Bag, Strap, Picks, String Set, Tuner, Stand, Capo)",,-,-,7 Days Replacement,-,-,"Brand Medellin, Manufacturer medellin, Model MED38C, Package Dimensions 101 x 76 x 12 cm; 2 Kilograms, Item model number MED38C, Batteries Required No, Hand Orientation Right, Manufacturer medellin, Country of Origin China, Item Weight 2 kg",https://www.amazon.in/Medellin-Premium-Acoustic-Guitar-Starter/dp/B099MSYF1H/ref=sr_1_18?keywords=guitar&qid=1638688113&sr=8-18
150,-,Medellin MED-BLU-C Linden Wood Acoustic Guitar,,-,-,7 Days Replacement,-,-,"Brand Medellin, Manufacturer Medellin, Model MED, Package Dimensions 101.1 x 76.45 x 11.94 cm; 2.94 Kilograms, Item model number MED, Batteries Required No, Material Spruce Wood, Manufacturer Medellin, Item Weight 2 kg 940 g",https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_19?keywords=guitar&qid=1638688113&sr=8-19
151,-,HOMME STORE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,-,-,-,7 Days Replacement,-,-,"Brand HOMME STORE, Manufacturer HOMME STORE, Model 1, Item model number 1, Manufacturer HOMME STORE, Country of Origin India",https://www.amazon.in/HOMME-STORE-Instrument-Educational-Instruments/dp/B09MM9NBZC/ref=sr_1_20?keywords=guitar&qid=1638688113&sr=8-20
152,-,Vault ST1 Premium Electric Guitar - White,,-,-,7 Days Replacement,-,-,"Brand VAULT, Manufacturer Vault, Model ST1ILWHT, Product Dimensions 104 x 40 x 9 cm; 2.78 Kilograms, Item model number ST1ILWHT, Hand Orientation Right, Manufacturer Vault, Country of Origin China, Item Weight 2 kg 780 g",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02397962VEX1S66AA5PX&url=%2FVault-ST1-Premium-Electric-Guitar%2Fdp%2FB09GLYSJ8W%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-21-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_mtf
153,-,HOMME STORE 4 String Guitar Children's Musical Instrument Educational Toy Guitar Ukulele Instruments Beginner Musical Sound Toys Best Gift for Children,-,-,-,7 Days Replacement,-,-,"Brand HOMME STORE, Manufacturer HOMME STORE, Model 1, Item model number 1, Manufacturer HOMME STORE, Country of Origin India",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0781470356P60BY9NFAO&url=%2FHOMME-STORE-Instrument-Educational-Instruments%2Fdp%2FB09MM9NBZC%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-22-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_mtf
154,-,"Blueberry B-40 IN, Trussrod Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Blue)",,-,-,7 Days Replacement,-,-,"Brand Blueberry, Manufacturer Blueberry, Model B-40IN, Model Name B-40IN, Product Dimensions 94 x 34 x 9 cm; 2 Kilograms, Item model number B-40IN, Batteries Required No, Material Bass Wood, Mahogany Wood, Rose Wood, Hand Orientation Ambidextrous, Manufacturer Blueberry, Country of Origin India, Item Weight 2 kg",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0115848V6MGP80V427Y&url=%2FBlueberry-Acoustic-Guitar-Strings-Picks%2Fdp%2FB08L51YW38%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-23-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_mtf
155,-,"Blueberry 38C IN Acoustic Guitar Kit with Bag,Belt & Picks inbuilt Truss-rod (Blue)",,-,-,7 Days Replacement,-,-,"Brand Blueberry, Manufacturer Blueberry, Model 38C-IN, Model Name B-40IN, Product Dimensions 94 x 34 x 9 cm; 2 Kilograms, Item model number 38C-IN, Batteries Required No, Material Bass Wood, Mahogany Wood, Rose Wood, Hand Orientation Ambidextrous, Manufacturer Blueberry, Country of Origin India, Item Weight 2 kg",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09973261WA62YRALFVDD&url=%2FBlueberry-Acoustic-Guitar-inbuilt-Truss-rod%2Fdp%2FB08T8HW3K7%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dguitar%26qid%3D1638688113%26sr%3D8-24-spons%26psc%3D1&qualifier=1638688113&id=5085605532818900&widgetName=sp_mtf
156,-,"Hovner 215 Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail",,-,-,7 Days Replacement,-,-,"Brand HOVNER, Manufacturer Hovner, Model Name Hovner Standard 215 Black Rosewood Guitar, Product Dimensions 104.14 x 40.64 x 5.08 cm; 4.42 Kilograms, Speaker Amplification Type Active, Batteries Included No, Batteries Required No, Material Pine Wood, Rose Wood, Hand Orientation Right, Manufacturer Hovner, Country of Origin India, Item Weight 4 kg 420 g",https://www.amazon.in/Rosewood-Fretboard-Acoustic-Strings-K-Retail/dp/B07KLG8C4P/ref=sr_1_25?keywords=guitar&qid=1638688113&sr=8-25
157,-,"Kadence Frontier Series, Acoustic Guitar With/Wihtout EQ Die Cast Keys Combo (Bag,strap,strings and 3 picks) (Brown, Acoustic)",,-,-,7 Days Replacement,-,-,"Brand Kadence, Manufacturer Kadence, Model FNTR-C, Product Dimensions 101.6 x 40.64 x 10.16 cm; 3.8 Kilograms, Item model number FNTR-C, Batteries Included No, Batteries Required No, Includes AC Adapter No, Manufacturer Kadence, Country of Origin China, Item Weight 3 kg 800 g",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_26?keywords=guitar&qid=1638688113&sr=8-26
158,-,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst",,-,-,7 Days Replacement,-,-,"Product Dimensions 102.9 x 41.2 x 11.6 cm; 2 Kilograms, Item model number VCW6800, Back Material Tonewood, Body Material Wood, Colour TBS, Scale Length 634, String Material Stainless Steel, Top Material Spruce, Number of Strings 6, Size 3/4, Item Weight 2 kg, Manufacturer Yamaha Corporation, Country of Origin India",https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_27?keywords=guitar&qid=1638688113&sr=8-27
159,-,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit Combo with Bag, Strap, Picks, String Set (Black)",,-,-,7 Days Replacement,-,-,"Brand Medellin, Manufacturer Medellin, Model MED-BLK-C, Package Dimensions 100 x 43 x 16.99 cm; 2 Kilograms, Item model number MED-BLK-C, Batteries Required No, Manufacturer Medellin, Country of Origin China, Item Weight 2 kg",https://www.amazon.in/Medellin-MED-BLK-C-Linden-Acoustic-Guitar/dp/B07NBMNZS2/ref=sr_1_28?keywords=guitar&qid=1638688113&sr=8-28
160,-,"Henrix 38 Acoustic Guitar with Die-cast Tuners and Dual-action Truss Rod - Includes Picks, Bag, Strings, Strap, Polishing Cloth and String Winder",,-,-,7 Days Replacement,-,-,"Product Dimensions 60 x 46 x 14 cm; 2.96 Kilograms, Item model number 38CN-$AMZ, Back Material Basswood, Body Material Linden, Colour HEN-38CSB Standard, Fretboard Material Rosewood, String Material Steel, Top Material Basswood, Size 38CSB, Item Weight 2 kg 960 g, Manufacturer Henrix, Country of Origin China",https://www.amazon.in/Henrix-Acoustic-Guitar-Die-cast-Dual-action/dp/B07VHRWV4R/ref=sr_1_29?keywords=guitar&qid=1638688113&sr=8-29
161,-,"Blueberry 38C IN Acoustic Guitar Kit with Bag,Belt & Picks inbuilt Truss-rod (Blue)",,-,-,7 Days Replacement,-,-,"Brand Blueberry, Manufacturer Blueberry, Model 38C-IN, Model Name B-40IN, Product Dimensions 94 x 34 x 9 cm; 2 Kilograms, Item model number 38C-IN, Batteries Required No, Material Bass Wood, Mahogany Wood, Rose Wood, Hand Orientation Ambidextrous, Manufacturer Blueberry, Country of Origin India, Item Weight 2 kg",https://www.amazon.in/Blueberry-Acoustic-Guitar-inbuilt-Truss-rod/dp/B08T8HW3K7/ref=sr_1_30?keywords=guitar&qid=1638688113&sr=8-30
162,-,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar (Black)",,-,-,7 Days Replacement,-,-,"Brand VAULT, Manufacturer VAULT, Model EA20BK, Model Name EA20BK, Product Dimensions 31 x 19 x 9 cm; 1.2 Kilograms, Item model number EA20BK, Manufacturer VAULT, Country of Origin China, Item Weight 1 kg 200 g",https://www.amazon.in/Guitar-Strings-Straps-String-Polishing/dp/B097N7NGHD/ref=sr_1_31?keywords=guitar&qid=1638688113&sr=8-31
163,-,MEOL Guitar Toys for Kids 4-String Acoustic Guitar ( 17 Inches ),,-,-,7 Days Returnable,-,-,"Batteries Included No, Color Brown, Product Dimensions 13.5 x 4 x 43 cm; 499 Grams, Item part number G-TFK0123, Manufacturer recommended age 3 years and up, Manufacturer MEOL, Country of Origin India, Item Weight 499 g",https://www.amazon.in/MEOL-Guitar-4-String-Acoustic-Inches/dp/B08SC5K8R7/ref=sr_1_32?keywords=guitar&qid=1638688113&sr=8-32
164,-,"Juarez 41 Inch Acoustic Guitar Kit with Truss Rod, Solid Linden Wood, Ziko Strings, Pearl Rosette, Rosewood Fretboard & Bridge, Die Cast Machine with Picks, Strap, Strings & Bag, High Gloss Black",,-,-,7 Days Replacement,-,-,"Product Dimensions 30 x 20 x 10 cm; 2 Kilograms, Item model number JRB41C/BK, Back Material Linden Wood, Body Material Linden, Colour Natural, Fretboard Material Rosewood, String Gauge Light, String Material Stainless Steel, Top Material SOLID LINDEN WOOD, Neck Material Type Catalpa Wood, Number of Strings 6, Guitar Bridge System Fixed, Material Linden Wood, Proficiency Level All, Item Weight 2 kg, Manufacturer yamona, Country of Origin China",https://www.amazon.in/Acoustic-Strings-Rosette-Rosewood-Fretboard/dp/B09FPQX7RN/ref=sr_1_33?keywords=guitar&qid=1638688113&sr=8-33
165,-,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38C with Bag, Strings, Pick and Strap, Red",,-,-,7 Days Replacement,-,-,"Product Dimensions 95.1 x 43 x 11.8 cm; 2.1 Kilograms, Item model number JRZ38C RED, Back Material Blackwood, Body Material Wood, Colour Red, Fretboard Material Ebony, String Material Steel, Neck Material Type Lindenwood, Number of Strings 6, Material Linden Wood, Item Weight 2 kg 100 g, Manufacturer YAMONA INDUSTRIAL CO., Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDW2/ref=sr_1_34?keywords=guitar&qid=1638688113&sr=8-34
166,-,"Yamaha FS100C Acoustic Guitar, Black",,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer Yamaha Corporation, Yamaha Corporation, Model ZC82600, Model Name FS100C BLACK, Product Dimensions 105.6 x 37.6 x 14 cm; 3.2 Kilograms, Item model number ZC82600, Mounting Hardware Guitar(1U),Owners Manual(1U),Contact List(2U),Wrench (1U), Number Of Items 1, Batteries Included No, Batteries Required No, Hand Orientation Right, Includes AC Adapter No, Manufacturer Yamaha Corporation, Country of Origin India, Imported By Yamaha Music India Pvt Ltd, P 401, JMD Megapolis, Sohna Rd, Sector 48, Gurugram, Haryana 122018 Phone: 0124 485 3300, Item Weight 3 kg 200 g",https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_35?keywords=guitar&qid=1638688113&sr=8-35
167,-,Yamaha FX280 Semi acoustic Dreadnought Guitar with Bag (Tobacco Sunburst),-,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer YAMAHA, Model FX280, Model Name FX280, Product Dimensions 102.9 x 41.2 x 11.6 cm; 5 Kilograms, Item model number FX280, Manufacturer YAMAHA, Item Weight 5 kg",https://www.amazon.in/FX280-acoustic-Dreadnought-Tobacco-Sunburst/dp/B09HR7BXGW/ref=sr_1_36?keywords=guitar&qid=1638688113&sr=8-36
168,-,SHOPECOM String Acoustic Guitar | Adjustable Tuning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids,-,-,-,7 Days Replacement,-,-,"Brand SHOPECOM, Manufacturer SHOPECOM, Model 001, Item model number 001, Manufacturer SHOPECOM, Country of Origin India",https://www.amazon.in/SHOPECOM-Acoustic-Adjustable-Classical-Instrument/dp/B08V8VX8FD/ref=sr_1_37?keywords=guitar&qid=1638688113&sr=8-37
169,-,"Yamaha F280 Acoustic Guitar, Natural With Bajaao Gig Bag",,-,-,7 Days Replacement,-,-,"Brand YAMAHA, Manufacturer Yamaha, Model F280NT, Model Name Yamaha, Package Dimensions 109.6 x 56.4 x 16.6 cm; 5.32 Kilograms, Item model number F280NT, Batteries Required No, Manufacturer Yamaha, Item Weight 5 kg 320 g",https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Bajaao/dp/B08RMP2F6Z/ref=sr_1_38?keywords=guitar&qid=1638688113&sr=8-38
170,-,"D'Addario EZ900 Acoustic Guitar Strings, Pack of 2",,-,-,7 Days Replacement,-,-,"Brand D'Addario, Manufacturer D'addario, Model EZ900, Product Dimensions 12.7 x 12.2 x 1.5 cm; 5 Kilograms, Item model number EZ900, Number Of Items 2, Batteries Included No, Batteries Required No, Manufacturer D'addario, Country of Origin India, Item Weight 5 kg",https://www.amazon.in/DAddario-EZ900-Acoustic-Guitar-Strings/dp/B016BPK3QI/ref=sr_1_39?keywords=guitar&qid=1638688113&sr=8-39
171,-,"PCOX 4-String Acoustic Guitar Learning Kids Toy, Brown 18""",,-,-,7 Days Returnable,-,-,"Number of Game Players 1, Number of Puzzle Pieces 1, Material Type(s) ABD PLASTIC, Color Brown, Package Dimensions 10 x 10 x 5 cm; 400 Grams, Manufacturer recommended age 3 years and up, Manufacturer PCOX, Item Weight 400 g",https://www.amazon.in/PCOX-4-String-Acoustic-Guitar-Learning/dp/B08SQWT47F/ref=sr_1_40?keywords=guitar&qid=1638688113&sr=8-40
172,-,Vault RG1 Soloist Electric Guitar - Transparent Black,,-,-,7 Days Replacement,-,-,"Brand VAULT, Manufacturer Vault, Model RG1ILTBK, Product Dimensions 104 x 40 x 9 cm; 1.2 Kilograms, Item model number RG1ILTBK, Hand Orientation Right, Manufacturer Vault, Country of Origin China, Item Weight 1 kg 200 g",https://www.amazon.in/Vault-RG1-Soloist-Electric-Guitar/dp/B09GLZSS95/ref=sr_1_41?keywords=guitar&qid=1638688113&sr=8-41
173,-,HRB MUSICALS Guitar black Capo b4 + 2 Guitar Wall mount with fitting + Guitar black strap/Belt (4 Guitar Picks Free),,-,-,7 Days Replacement,-,-,"Brand HRB MUSICALS, Manufacturer HRB Musicals, Model HRB-WS2-BC-BB, Product Dimensions 17 x 10 x 10 cm, Item model number HRB-WS2-BC-BB, Manufacturer HRB Musicals, Country of Origin India",https://www.amazon.in/HRB-MUSICALS-Guitar-black-fitting/dp/B08KHS1F99/ref=sr_1_42?keywords=guitar&qid=1638688113&sr=8-42
174,-,"Kordz Luana Natural Wooden 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks",,-,-,7 Days Replacement,-,-,"Brand Kordz, Manufacturer Kordz, Model Luana Natural, Package Dimensions 86.2 x 24 x 13.4 cm; 3 Kilograms, Item model number Luana Natural, Batteries Required No, Manufacturer Kordz, Country of Origin India, Item Weight 3 kg",https://www.amazon.in/Kordz-Luana-Natural-Rosewood-Fretboard/dp/B07V4Y1V9M/ref=sr_1_43?keywords=guitar&qid=1638688113&smid=A13OVDGGW6HXSA&sr=8-43
175,-,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit (Natural, Super Combo Combo with Bag, Strap, Picks, String Set, Tuner, Stand, Capo) (purple)",,-,-,7 Days Replacement,-,-,"Brand Medellin, Manufacturer medellin, Model MED-NAT, Package Dimensions 96 x 41 x 5 cm; 2 Kilograms, Item model number MED-NAT, Manufacturer medellin, Country of Origin China, Item Weight 2 kg",https://www.amazon.in/Medellin-Premium-Acoustic-Starter-Natural/dp/B09MSGPQ43/ref=sr_1_44?keywords=guitar&qid=1638688113&sr=8-44
176,-,KREEPO Guitar Fretboard Sticker Fingerboard Frets Note Chart Decals Stickers Beginner Learner Acoustic-Electric Guitar Multicolor(9.1cm X 14.5cm),,-,-,7 Days Replacement,-,-,"Brand KREEPO, Manufacturer KREEPO, Model Guitar_st_kr_a1_001, Package Dimensions 20 x 10 x 5 cm; 100 Grams, Item model number guitar_st_kr_a1_001, Material Vinyl, Hand Orientation Left, Manufacturer KREEPO, Item Weight 100 g",https://www.amazon.in/KREEPO-Fretboard-Fingerboard-Acoustic-Electric-Multicolor/dp/B09DWY4ZK2/ref=sr_1_45?keywords=guitar&qid=1638688113&sr=8-45
177,-,"Juârez JRZ38C/ASH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Ash with Bag, Strings, Picks and Strap",,-,-,7 Days Replacement,-,-,"Product Dimensions 110 x 46 x 11.5 cm; 2.1 Kilograms, Item model number JRZ38C/ASH, Back Material Wood, Basswood, Body Material Linden, Colour ASH, Fretboard Material Ebony, String Material Steel, Number of Strings 6, Item Weight 2 kg 100 g, Manufacturer YAMONA INDUSTRIAL CO., Country of Origin China, Imported By Photronics Inc. Unit 110-111, Bldg B-18, Arihant Commercial Complex, Purna Village, Bhiwandi(Thane) - 421 302",https://www.amazon.in/Juarez-JRZ38C-ASH-Strings-Acoustic/dp/B072JTPNZC/ref=sr_1_46?keywords=guitar&qid=1638688113&sr=8-46
